Cidade,Estado,ID,Latitude,Longitude,Amazonia
Barra dos Coqueiros,Sergipe,280060,-10.9075694,-37.0386249,Não
Estância,Sergipe,280210,-11.2682255,-37.4378341,Não
Itabaiana,Sergipe,280290,-10.6856197,-37.4270517,Não
Lagarto,Sergipe,280350,-10.9141791,-37.6715308,Não
Nossa Senhora do Socorro,Sergipe,280480,-10.8553115,-37.1264863,Não
São Cristóvão,Sergipe,280670,-11.0136465,-37.2071134,Não
Tobias Barreto,Sergipe,280740,-11.1878721,-38.0030397,Não
Araguaína,Tocantins,170210,-7.193241,-48.2018597,Sim
Gurupi,Tocantins,170950,-11.72794,-49.068046,Sim
Palmas,Tocantins,172100,-10.1837852,-48.3336423,Sim
Paraíso do Tocantins,Tocantins,171610,-10.1752474,-48.886759,Sim
Porto Nacional,Tocantins,171820,-10.7019786,-48.4110952,Sim
